gene,n_studies,z_meta,pvalue_meta,mean_log2FC,concordant_frac,effect_score,cohorts,padj_meta,biotype
LINC02044,3,-3.640708196972671,0.0002718891468805,-0.3909236291084136,1.0,-0.3909236291084136,"GSE181143,GSE221521,GSE280402",0.5880560896273633,lncRNA
LINC02520,3,3.551811507679973,0.0003825888264381,0.4167284439702399,1.0,0.4167284439702399,"GSE181143,GSE221521,GSE280402",0.5880560896273633,lncRNA
HCG11,6,3.4763914268197067,0.0005082099557718,0.2126288674957641,0.6666666666666666,0.0708762891652547,"GSE153315,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.5880560896273633,lncRNA
GABPB1-AS1,6,3.388332274236518,0.0007031902144275,0.2410142478329681,1.0,0.2410142478329681,"GSE153315,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6021271766901545,lncRNA
LIPE-AS1,5,-3.287970499036485,0.0010091241327202,-0.3281417066689033,0.6,-0.0656283413337806,"GSE153315,GSE181143,GSE184050,GSE221521,GSE280402",0.6279647575686345,lncRNA
GTSCR1,6,3.242748748680077,0.0011838255751824,0.3080753181370555,0.8333333333333334,0.2053835454247037,"GSE153315,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6279647575686345,lncRNA
LINC02687,3,-3.130500940715798,0.0017450844041379,-0.291023220810613,1.0,-0.291023220810613,"GSE181143,GSE221521,GSE280402",0.6567630543933003,lncRNA
LINC02781,3,-3.0881001142057025,0.0020144059619943,-0.1859227822637812,1.0,-0.1859227822637812,"GSE181143,GSE221521,GSE280402",0.6567630543933003,lncRNA
LINC00921,5,3.0410427420474866,0.002357603605593,0.2848495540513687,1.0,0.2848495540513687,"GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6567630543933003,lncRNA
LINC02801,3,-3.0224312750600792,0.0025075301390856,-0.2195402207991652,1.0,-0.2195402207991652,"GSE181143,GSE221521,GSE280402",0.6567630543933003,lncRNA
GPC5-AS2,4,-3.012742577591767,0.0025889842819707,-0.0964669727506229,1.0,-0.0964669727506229,"GSE181143,GSE184050,GSE221521,GSE280402",0.6567630543933003,lncRNA
